InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
555278,22324,BLUE POLKADOT KIDS BAG,,6/1/2011 17:33,4.13,,
579832,21485,RETROSPOT HEART HOT WATER BOTTLE,3.0,11/30/2011 15:58,4.95,17434.0,united kingdom
541221,21523,DOORMAT FANCY FONT HOME SWEET HOME,1.0,1/14/2011 14:28,16.63,,United Kngdom
547563,23002,TRAVEL CARD WALLET SKULLS,24.0,3/24/2011 8:56,0.42,15651.0,United Kngdom
538524,20897,VINTAGE NOTEBOOK PARIS DAYS,1.0,12/13/2010 9:35,5.91,,Unted Kingdom
539255,85099F,JUMBO BAG STRAWBERRY,10.0,12/16/2010 14:26,1.95,16316.0,UK
543935,21137,BLACK RECORD COVER FRAME,,2/14/2011 14:39,3.75,12989.0,
544495,20750,RED RETROSPOT MINI CASES,2.0,2/21/2011 11:42,7.95,12766.0,Portugal
561651,22219,LOVEBIRD HANGING DECORATION WHITE ,15.0,7/28/2011 15:36,1.63,,
538566,21662,VINTAGE GLASS COFFEE CADDY,1.0,12/13/2010 11:21,11.87,,
547555,21833,CAMOUFLAGE LED TORCH,,3/23/2011 16:35,1.69,14075.0,UK
559797,23306,SET OF 36 DOILIES PANTRY DESIGN,12.0,7/12/2011 13:31,1.45,12720.0,Germany
557937,84988,SET OF 72 PINK HEART PAPER DOILIES,1.0,6/23/2011 15:30,2.92,,Unted Kingdom
546984,20972,PINK CREAM FELT CRAFT TRINKET BOX ,,3/18/2011 12:35,1.25,15019.0,united kingdom
564857,20669,RED HEART LUGGAGE TAG,1.0,8/31/2011 9:23,2.46,,UK
546686,22178,VICTORIAN GLASS HANGING T-LIGHT,12.0,3/16/2011 9:52,1.25,14636.0,Unted Kingdom
547063,22384,LUNCH BAG PINK POLKADOT,4.0,3/20/2011 13:33,1.65,14769.0,
552325,20712,JUMBO BAG WOODLAND ANIMALS,10.0,5/9/2011 9:47,2.08,12490.0,France
575070,23080,RED METAL BOX TOP SECRET,1.0,11/8/2011 12:58,8.25,17841.0,United Kngdom
564335,48188,DOORMAT WELCOME PUPPIES,2.0,8/24/2011 14:23,7.95,15800.0,United Kngdom
573008,22440,BALLOON WATER BOMB PACK OF 35,,10/27/2011 12:26,0.36,12901.0,United Kngdom
559987,23295,SET OF 12 MINI LOAF BAKING CASES,,7/14/2011 12:12,0.72,,Germany
536592,22917,,1.0,12/1/2010 17:06,1.66,,united kingdom
554054,47593B,SCOTTIE DOGS BABY BIB,,5/20/2011 15:29,0.83,,Unted Kingdom
569319,23355,,24.0,10/3/2011 12:17,4.15,14290.0,united kingdom
547960,22619,SET OF 6 SOLDIER SKITTLES,1.0,3/28/2011 15:27,3.75,15644.0,Unted Kingdom
557221,22813,PACK 3 BOXES BIRD PANNETONE ,1.0,6/17/2011 13:01,1.95,16869.0,Unted Kingdom
573320,23112,PARISIENNE CURIO CABINET,12.0,10/30/2011 10:29,6.65,15513.0,
567043,84341B,SMALL PINK MAGIC CHRISTMAS TREE,1.0,9/16/2011 11:27,0.38,,united kingdom
548916,22919,HERB MARKER MINT,,4/5/2011 10:07,0.65,14849.0,Unted Kingdom
549130,22132,RED LOVE HEART SHAPE CUP,10.0,4/6/2011 15:02,0.85,14701.0,UK
566326,22960,JAM MAKING SET WITH JARS,6.0,9/12/2011 12:11,4.25,16211.0,United Kngdom
550639,20975,12 PENCILS SMALL TUBE RED RETROSPOT,,4/19/2011 15:46,0.65,,united kingdom
563686,21497,FANCY FONTS BIRTHDAY WRAP,25.0,8/18/2011 12:30,0.42,13098.0,united kingdom
546983,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4.0,3/18/2011 12:27,4.65,,united kingdom
558679,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1.0,7/1/2011 10:58,2.1,17800.0,UK
574965,20748,KENSINGTON COFFEE SET,1.0,11/8/2011 10:44,12.75,17964.0,united kingdom
545688,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,,3/6/2011 12:42,3.75,,
547891,22355,,10.0,3/28/2011 10:14,0.85,13266.0,Unted Kingdom
578844,22941,CHRISTMAS LIGHTS 10 REINDEER,1.0,11/25/2011 16:14,16.63,,Unted Kingdom
574474,21114,LAVENDER SCENTED FABRIC HEART,5.0,11/4/2011 12:05,1.25,17979.0,Unted Kingdom
553937,22212,FOUR HOOK  WHITE LOVEBIRDS,2.0,5/20/2011 10:33,2.1,14056.0,Unted Kingdom
544824,22681,FRENCH BLUE METAL DOOR SIGN 6,10.0,2/24/2011 9:32,1.25,17139.0,
559163,22817,CARD SUKI BIRTHDAY,1.0,7/6/2011 16:33,0.42,,united kingdom
550341,21871,SAVE THE PLANET MUG,12.0,4/17/2011 15:53,1.25,13018.0,united kingdom
574950,22440,BALLOON WATER BOMB PACK OF 35,1.0,11/8/2011 9:29,0.83,,UK
560366,84946,ANTIQUE SILVER T-LIGHT GLASS,12.0,7/18/2011 12:19,1.25,16859.0,United Kngdom
557937,23220,REINDEER HEART DECORATION GOLD,1.0,6/23/2011 15:30,1.63,,united kingdom
565766,22996,TRAVEL CARD WALLET VINTAGE TICKET,,9/6/2011 14:23,0.42,17841.0,UK
550458,22998,,,4/18/2011 13:13,0.83,,
552529,46000S,POLYESTER FILLER PAD 40x40cm,20.0,5/9/2011 17:24,1.45,14541.0,united kingdom
538149,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,10.0,12/9/2010 16:27,5.91,,
562789,23290,SPACEBOY CHILDRENS BOWL,48.0,8/9/2011 13:50,1.25,14646.0,Netherlands
540977,22438,BALLOON ART MAKE YOUR OWN FLOWERS,4.0,1/12/2011 15:01,1.66,,
546498,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4.0,3/14/2011 11:44,1.45,15493.0,UK
545895,22515,CHILDS GARDEN SPADE PINK,1.0,3/7/2011 17:14,4.13,,Unted Kingdom
578302,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4.0,11/23/2011 15:23,3.95,16057.0,Unted Kingdom
560285,23342,MINT DINER WALL CLOCK,,7/18/2011 9:21,8.5,14944.0,United Kngdom
541848,22550,HOLIDAY FUN LUDO,1.0,1/23/2011 13:31,3.75,17611.0,
558904,22293,HANGING CHICK GREEN DECORATION,2.0,7/4/2011 16:18,1.25,,Unted Kingdom
573892,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4.0,11/1/2011 13:57,4.25,14911.0,EIRE
557220,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24.0,6/17/2011 12:40,0.55,14776.0,united kingdom
550334,22692,DOORMAT WELCOME TO OUR HOME,2.0,4/17/2011 14:09,7.95,17320.0,Unted Kingdom
556828,21210,SET OF 72 RETROSPOT PAPER  DOILIES,,6/15/2011 10:39,1.45,17284.0,Unted Kingdom
547375,21683,MEDIUM MEDINA STAMPED METAL BOWL ,6.0,3/22/2011 14:24,2.95,13196.0,United Kngdom
539642,22721,SET OF 3 CAKE TINS SKETCHBOOK,2.0,12/20/2010 15:35,4.95,15867.0,UK
560926,84596F,SMALL MARSHMALLOWS PINK BOWL,3.0,7/22/2011 9:20,0.83,,united kingdom
550627,84978,HANGING HEART JAR T-LIGHT HOLDER,12.0,4/19/2011 14:36,1.25,,UK
565917,22914,BLUE COAT RACK PARIS FASHION,1.0,9/7/2011 16:15,10.79,,UK
575117,84991,,,11/8/2011 14:22,0.55,12748.0,united kingdom
561870,22608,PENS ASSORTED FUNKY JEWELED ,36.0,7/31/2011 11:45,0.19,14911.0,EIRE
540021,22474,SPACEBOY TV DINNER TRAY,,1/4/2011 12:51,4.95,17841.0,United Kngdom
549249,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6.0,4/7/2011 12:04,2.95,12423.0,Belgium
537831,22435,SET OF 9 HEART SHAPED BALLOONS,2.0,12/8/2010 14:50,1.25,17894.0,United Kngdom
574721,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,2.0,11/6/2011 14:43,0.79,17920.0,united kingdom
552951,22460,EMBOSSED GLASS TEALIGHT HOLDER,6.0,5/12/2011 12:05,1.25,14988.0,united kingdom
563613,22378,WALL TIDY RETROSPOT ,,8/18/2011 8:49,2.1,12688.0,Israel
579792,22757,LARGE RED BABUSHKA NOTEBOOK ,12.0,11/30/2011 15:43,1.25,12714.0,France
561147,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,48.0,7/25/2011 13:06,0.29,16841.0,UK
560897,22216,T-LIGHT HOLDER WHITE LACE,24.0,7/21/2011 17:26,0.85,,united kingdom
560499,23203,JUMBO BAG DOILEY PATTERNS,10.0,7/19/2011 11:03,2.08,16713.0,Unted Kingdom
561642,22376,AIRLINE BAG VINTAGE JET SET WHITE,1.0,7/28/2011 15:04,4.25,17965.0,Unted Kingdom
553768,22457,NATURAL SLATE HEART CHALKBOARD ,,5/19/2011 10:47,5.79,,United Kngdom
540848,47593B,SCOTTIE DOGS BABY BIB,1.0,1/12/2011 9:26,0.85,,
566591,23078,ICE CREAM PEN LIP GLOSS ,24.0,9/13/2011 14:53,1.25,16036.0,UK
540026,21507,"ELEPHANT, BIRTHDAY CARD, ",,1/4/2011 13:25,0.85,,Unted Kingdom
544074,22567,20 DOLLY PEGS RETROSPOT,,2/15/2011 14:49,1.25,14156.0,EIRE
538177,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1.0,12/10/2010 9:51,7.62,,united kingdom
542806,85066,CREAM SWEETHEART MINI CHEST,4.0,2/1/2011 11:20,12.75,12836.0,Unted Kingdom
578270,22099,CARAVAN SQUARE TISSUE BOX,1.0,11/23/2011 13:39,2.46,14096.0,UK
577473,22097,SWALLOW SQUARE TISSUE BOX,1.0,11/20/2011 11:28,0.39,15919.0,UK
547971,84522,PINK PARTY SUNGLASSES,2.0,3/28/2011 16:37,1.95,17917.0,united kingdom
552273,22492,MINI PAINT SET VINTAGE ,,5/8/2011 12:26,0.65,13021.0,united kingdom
572288,22023,,12.0,10/23/2011 12:28,0.42,17377.0,
548512,21622,VINTAGE UNION JACK CUSHION COVER,4.0,3/31/2011 15:54,4.95,14410.0,United Kngdom
538071,47593B,SCOTTIE DOGS BABY BIB,6.0,12/9/2010 14:09,0.85,,UK
575668,23201,,1.0,11/10/2011 14:59,2.08,18283.0,
569238,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1.0,10/2/2011 15:52,1.65,17954.0,united kingdom
538107,21481,,6.0,12/9/2010 15:21,2.95,12826.0,UK
537237,21679,SKULLS  STICKERS,1.0,12/6/2010 9:58,1.66,,
570428,21313,GLASS HEART T-LIGHT HOLDER ,12.0,10/10/2011 14:02,0.85,15553.0,united kingdom
563369,35648,VINTAGE BEAD PINK PURSE ,24.0,8/16/2011 9:25,0.83,13394.0,united kingdom
541660,85053,FRENCH ENAMEL CANDLEHOLDER,1.0,1/20/2011 12:20,2.1,17787.0,united kingdom
577517,23219,LAUREL STAR ANTIQUE SILVER ,,11/20/2011 13:16,1.25,16710.0,United Kngdom
551289,22602,RETROSPOT WOODEN HEART DECORATION,24.0,4/27/2011 14:18,0.85,18226.0,UK
576923,22902,TOTE BAG I LOVE LONDON,,11/17/2011 10:52,1.69,12753.0,Japan
538071,21623,VINTAGE UNION JACK MEMOBOARD,,12/9/2010 14:09,20.38,,Unted Kingdom
575087,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5.0,11/8/2011 13:57,2.95,16549.0,UK
581058,22763,,4.0,12/7/2011 11:06,9.95,15969.0,united kingdom
541965,22236,CAKE STAND 3 TIER MAGIC GARDEN,12.0,1/24/2011 13:27,10.95,12625.0,Germany
558877,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,3.0,7/4/2011 13:50,0.83,17841.0,united kingdom
559693,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,1.0,7/11/2011 16:21,2.46,,
556507,84879,ASSORTED COLOUR BIRD ORNAMENT,16.0,6/13/2011 9:55,1.69,12567.0,France
537369,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1.0,12/6/2010 12:41,0.85,,United Kngdom
539434,20998,ROSE DU SUD OVEN GLOVE,1.0,12/17/2010 14:41,3.36,,
548621,22989,SET 2 PANTRY DESIGN TEA TOWELS,2.0,4/1/2011 11:54,3.25,16960.0,united kingdom
574561,72598,SET/12 TAPER CANDLES,,11/4/2011 15:52,1.63,,Unted Kingdom
565790,23207,LUNCH BAG ALPHABET DESIGN,10.0,9/7/2011 9:15,1.65,16767.0,United Kngdom
539718,22625,RED KITCHEN SCALES,1.0,12/21/2010 13:06,16.98,,united kingdom
546364,21948,SET OF 6 CAKE CHOPSTICKS,2.0,3/11/2011 11:33,1.25,,Unted Kingdom
579249,21181,PLEASE ONE PERSON METAL SIGN,,11/28/2011 16:32,2.39,17450.0,
580152,16161U,,25.0,12/2/2011 10:22,0.42,12364.0,Belgium
537237,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,3.0,12/6/2010 9:58,0.84,,Unted Kingdom
569126,23171,,24.0,9/30/2011 13:28,1.65,13347.0,
574733,23451,,12.0,11/6/2011 15:17,1.95,17082.0,United Kngdom
C565681,22332,,-8.0,9/6/2011 10:42,1.65,,united kingdom
576339,22595,GINGHAM HEART DECORATION,,11/14/2011 15:27,1.63,,United Kngdom
548203,22746,POPPY'S PLAYHOUSE LIVINGROOM ,24.0,3/29/2011 16:40,4.95,,united kingdom
547891,22029,SPACEBOY BIRTHDAY CARD,12.0,3/28/2011 10:14,0.42,13266.0,
547194,22556,PLASTERS IN TIN CIRCUS PARADE ,2.0,3/21/2011 12:42,1.65,12637.0,France
573695,23084,RABBIT NIGHT LIGHT,9.0,10/31/2011 17:13,2.08,15023.0,Unted Kingdom
538177,22570,FELTCRAFT CUSHION RABBIT,2.0,12/10/2010 9:51,7.62,,United Kngdom
536613,22620,,,12/2/2010 9:44,1.25,,United Kngdom
564173,22976,,,8/23/2011 14:23,1.25,12567.0,France
576184,23582,VINTAGE DOILY JUMBO BAG RED ,10.0,11/14/2011 11:24,2.08,14735.0,United Kngdom
576519,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,12.0,11/15/2011 12:25,2.89,12676.0,Sweden
554054,82581,TOILET METAL SIGN,,5/20/2011 15:29,1.25,,united kingdom
548191,22508,DOORSTOP RETROSPOT HEART,1.0,3/29/2011 15:20,7.46,,United Kngdom
539451,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1.0,12/17/2010 16:59,1.28,,United Kngdom
563328,84510A,SET OF 4 ENGLISH ROSE COASTERS,1.0,8/15/2011 13:07,1.25,14606.0,UK
564974,21985,,1.0,8/31/2011 15:32,0.83,,Unted Kingdom
564732,85123A,,8.0,8/28/2011 13:08,2.95,16466.0,
557621,21745,GAOLERS KEYS DECORATIVE GARDEN ,4.0,6/21/2011 14:00,3.75,12444.0,Norway
561077,85099B,JUMBO BAG RED RETROSPOT,,7/24/2011 15:53,2.08,17649.0,
544176,84879,,8.0,2/16/2011 14:18,1.69,,
542520,22508,DOORSTOP RETROSPOT HEART,2.0,1/28/2011 12:21,3.75,15547.0,united kingdom
558183,84910A,PINK PAISLEY CUSHION COVER ,2.0,6/27/2011 12:13,5.95,,UK
579508,23114,VINTAGE LEAF CHOPPING BOARD  ,,11/29/2011 16:33,10.79,,
558066,22692,DOORMAT WELCOME TO OUR HOME,,6/24/2011 15:45,15.79,,
C557059,22781,GUMBALL MAGAZINE RACK,,6/16/2011 14:51,6.75,16672.0,united kingdom
554940,22383,LUNCH BAG SUKI DESIGN ,10.0,5/27/2011 13:49,1.65,12494.0,France
544802,21670,,12.0,2/23/2011 13:57,1.25,13149.0,
552166,20717,,,5/6/2011 12:21,1.25,13475.0,United Kngdom
564437,22300,COFFEE MUG DOG + BALL DESIGN,6.0,8/25/2011 12:10,2.55,13320.0,united kingdom
551775,22423,REGENCY CAKESTAND 3 TIER,1.0,5/4/2011 11:21,12.75,12886.0,united kingdom
548312,22854,CREAM SWEETHEART EGG HOLDER,3.0,3/30/2011 12:12,4.95,16059.0,United Kngdom
566478,23084,for online retail orders,1.0,9/13/2011 9:03,0.0,,Unted Kingdom
577768,22722,SET OF 6 SPICE TINS PANTRY DESIGN,,11/21/2011 15:18,4.13,,United Kngdom
575607,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,,11/10/2011 12:37,3.29,14096.0,united kingdom
C579192,22959,WRAP CHRISTMAS VILLAGE,-250.0,11/28/2011 15:43,0.42,12657.0,France
557514,22077,6 RIBBONS RUSTIC CHARM,3.0,6/20/2011 16:58,1.65,14667.0,Unted Kingdom
552234,85131B,,,5/6/2011 16:01,0.83,,
544598,84077,,12.0,2/21/2011 18:10,0.42,,
578690,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2.0,11/25/2011 9:36,2.95,17302.0,United Kngdom
536865,DOT,DOTCOM POSTAGE,,12/3/2010 11:28,498.47,,Unted Kingdom
558881,20723,,,7/4/2011 14:36,0.85,12705.0,Germany
561888,23004,,24.0,7/31/2011 13:36,0.42,14092.0,United Kngdom
560225,22059,CERAMIC STRAWBERRY DESIGN MUG,1.0,7/15/2011 16:27,3.29,,Unted Kingdom
566291,22193,RED DINER WALL CLOCK,1.0,9/11/2011 15:31,8.5,12965.0,UK
579508,23039,T-LIGHT HOLDER SILVER HEART HANDLE,,11/29/2011 16:33,4.13,,
561712,22993,,,7/29/2011 11:49,1.25,14499.0,United Kngdom
537407,22847,BREAD BIN DINER STYLE IVORY,4.0,12/6/2010 14:55,14.95,15502.0,united kingdom
580750,85066,CREAM SWEETHEART MINI CHEST,2.0,12/6/2011 9:56,12.75,12749.0,united kingdom
563942,15044C,PURPLE PAPER PARASOL,6.0,8/22/2011 9:53,2.95,15801.0,United Kngdom
571065,21452,TOADSTOOL MONEY BOX,6.0,10/13/2011 14:59,2.95,,Germany
579508,22133,PINK LOVE HEART SHAPE CUP,2.0,11/29/2011 16:33,1.63,,united kingdom
555531,84991,60 TEATIME FAIRY CAKE CASES,72.0,6/5/2011 11:53,0.55,12678.0,France
554682,79030D,TUMBLER BAROQUE,12.0,5/25/2011 16:08,0.39,14085.0,Unted Kingdom
558774,23140,TRIPLE WIRE HOOK IVORY HEART,1.0,7/4/2011 10:17,4.13,,Unted Kingdom
579387,23335,EGG FRYING PAN IVORY ,1.0,11/29/2011 12:06,2.08,14452.0,UK
543274,20829,GLITTER HANGING BUTTERFLY STRING,,2/6/2011 12:48,787.5,17392.0,
546759,20702,PINK PADDED MOBILE,9.0,3/16/2011 13:58,4.25,,Germany
556474,23182,TOILET SIGN OCCUPIED OR VACANT,,6/12/2011 12:01,0.83,16007.0,united kingdom
552025,23194,GYMKHANA TREASURE BOOK BOX,,5/5/2011 18:04,2.25,13969.0,united kingdom
559816,21880,RED RETROSPOT TAPE,2.0,7/12/2011 16:11,0.42,,United Kngdom
557640,22631,,2.0,6/21/2011 16:24,3.29,,
578666,21523,DOORMAT FANCY FONT HOME SWEET HOME,2.0,11/24/2011 17:06,8.25,17727.0,United Kngdom
575880,22333,RETROSPOT PARTY BAG + STICKER SET,8.0,11/11/2011 13:35,1.65,12726.0,France
573576,20718,RED RETROSPOT SHOPPER BAG,2.0,10/31/2011 14:09,2.46,14096.0,Unted Kingdom
577058,23298,SPOTTY BUNTING,,11/17/2011 14:29,4.95,18122.0,UK
555115,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1.0,5/31/2011 14:58,4.13,,United Kngdom
574076,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1.0,11/2/2011 15:38,4.13,,Unted Kingdom
562649,21714,CITRONELLA CANDLE GARDEN POT,,8/8/2011 13:11,1.25,14606.0,
557324,22485,,1.0,6/20/2011 9:41,24.96,,UK
545024,21871,,1.0,2/25/2011 14:38,3.29,,United Kngdom
562843,22989,SET 2 PANTRY DESIGN TEA TOWELS,1.0,8/9/2011 17:37,6.63,,United Kngdom
577482,23302,KNEELING MAT HOUSEWORK  DESIGN,6.0,11/20/2011 11:43,1.65,16762.0,United Kngdom
537240,22715,,1.0,12/6/2010 10:08,0.85,,UK
563935,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,4.0,8/21/2011 16:24,0.83,15547.0,united kingdom
537891,22930,BAKING MOULD HEART MILK CHOCOLATE,6.0,12/9/2010 10:05,2.55,13319.0,Unted Kingdom
575695,22138,BAKING SET 9 PIECE RETROSPOT ,6.0,11/10/2011 16:39,4.95,17502.0,United Kngdom
578098,21121,SET/10 RED POLKADOT PARTY CANDLES,,11/22/2011 17:32,1.25,12936.0,Unted Kingdom
567579,23060,HEART BEADED TRELLIS DECORATION,12.0,9/21/2011 10:48,2.08,18228.0,United Kngdom
571046,23295,SET OF 12 MINI LOAF BAKING CASES,1.0,10/13/2011 13:35,0.83,18096.0,United Kngdom
566952,23204,CHARLOTTE BAG APPLES DESIGN,1.0,9/15/2011 16:37,1.63,,united kingdom
578119,22990,COTTON APRON PANTRY DESIGN,,11/23/2011 10:09,4.95,17769.0,United Kngdom
553565,21874,GIN AND TONIC MUG,12.0,5/18/2011 9:01,1.25,17505.0,UK
556573,21623,VINTAGE UNION JACK MEMOBOARD,1.0,6/13/2011 13:32,9.95,14667.0,united kingdom
569416,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4.0,10/4/2011 10:15,3.75,13801.0,united kingdom
557493,15056n,EDWARDIAN PARASOL NATURAL,1.0,6/20/2011 15:18,12.46,,United Kngdom
556127,21544,SKULLS  WATER TRANSFER TATTOOS ,24.0,6/9/2011 10:23,0.85,,Denmark
562532,22498,WOODEN REGATTA BUNTING,3.0,8/5/2011 14:31,5.95,14083.0,
554960,20711,JUMBO BAG TOYS ,2.0,5/27/2011 15:18,4.13,,United Kngdom
558240,21670,BLUE SPOT CERAMIC DRAWER KNOB,2.0,6/27/2011 15:27,3.29,,Unted Kingdom
568715,22919,,1.0,9/28/2011 16:07,0.65,17783.0,united kingdom
565067,84569A,,6.0,8/31/2011 17:16,1.25,15856.0,United Kngdom
545638,22978,PANTRY ROLLING PIN,2.0,3/4/2011 12:26,3.75,13113.0,UK
545683,21899,"KEY FOB , GARAGE DESIGN",48.0,3/6/2011 11:50,0.65,14903.0,UK
571275,23461,SWEETHEART BIRD HOUSE,2.0,10/16/2011 12:28,4.15,15994.0,Unted Kingdom
571286,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,,10/16/2011 14:35,0.42,14547.0,United Kngdom
575602,15056BL,,1.0,11/10/2011 12:27,5.95,17059.0,Unted Kingdom
546293,22498,WOODEN REGATTA BUNTING,1.0,3/10/2011 15:13,5.95,,United Kngdom
544928,22457,NATURAL SLATE HEART CHALKBOARD ,2.0,2/24/2011 18:07,5.79,,UK
579464,23552,BICYCLE PUNCTURE REPAIR KIT ,6.0,11/29/2011 14:51,2.08,15214.0,
578664,23210,WHITE ROCKING HORSE HAND PAINTED,5.0,11/24/2011 16:59,1.25,15910.0,UK
577503,22835,HOT WATER BOTTLE I AM SO POORLY,1.0,11/20/2011 12:34,4.95,18110.0,UK
541516,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",,1/18/2011 17:34,0.83,,united kingdom
541827,20996,JAZZ HEARTS ADDRESS BOOK,1.0,1/21/2011 17:05,0.83,,united kingdom
559109,22844,VINTAGE CREAM DOG FOOD CONTAINER,,7/6/2011 11:52,8.5,15021.0,UK
564172,21891,TRADITIONAL WOODEN SKIPPING ROPE,1.0,8/23/2011 14:19,1.45,16033.0,Unted Kingdom
579559,22382,LUNCH BAG SPACEBOY DESIGN ,3.0,11/30/2011 11:30,1.65,16764.0,United Kngdom
561099,22196,,,7/25/2011 11:01,0.85,14100.0,
568949,51014C,"FEATHER PEN,COAL BLACK",1.0,9/29/2011 15:13,0.83,,Unted Kingdom
563952,82494L,WOODEN FRAME ANTIQUE WHITE ,8.0,8/22/2011 10:44,2.95,15572.0,united kingdom
555836,22699,ROSES REGENCY TEACUP AND SAUCER ,,6/7/2011 12:36,2.55,13098.0,UK
552230,20735,BLACK MINI TAPE MEASURE ,,5/6/2011 15:43,0.0,,united kingdom
562593,20654,FIRST CLASS LUGGAGE TAG ,1.0,8/7/2011 15:43,1.25,16549.0,Unted Kingdom
549944,21715,,8.0,4/13/2011 12:23,2.55,14262.0,United Kngdom
575089,22694,WICKER STAR ,6.0,11/8/2011 14:02,2.1,13437.0,United Kngdom
547669,85161,ACRYLIC GEOMETRIC LAMP,1.0,3/24/2011 13:37,18.95,12748.0,United Kngdom
563093,22366,DOORMAT AIRMAIL ,1.0,8/11/2011 17:28,15.79,,united kingdom
539470,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,,12/19/2010 14:03,12.75,14472.0,UK
546983,22178,VICTORIAN GLASS HANGING T-LIGHT,12.0,3/18/2011 12:27,1.25,16626.0,United Kngdom
566602,84519A,TOMATO CHARLIE+LOLA COASTER SET,1.0,9/13/2011 16:05,5.79,,Unted Kingdom
551468,22692,DOORMAT WELCOME TO OUR HOME,2.0,4/28/2011 16:21,15.79,,United Kngdom
564818,51014A,"FEATHER PEN,HOT PINK",1.0,8/30/2011 12:10,0.83,,UK
539631,22197,SMALL POPCORN HOLDER,1.0,12/20/2010 15:03,1.66,,Unted Kingdom
579187,22594,CHRISTMAS GINGHAM TREE,2.0,11/28/2011 15:31,1.63,,United Kngdom
539434,21876,POTTERING MUG,1.0,12/17/2010 14:41,3.36,,Unted Kingdom
548522,82482,WOODEN PICTURE FRAME WHITE FINISH,18.0,3/31/2011 16:43,2.55,,united kingdom
