InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
564640,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,8/26/2011 13:00,2.89,14837.0,United Kingdom
556365,21156,RETROSPOT CHILDRENS APRON,2,6/10/2011 11:44,1.95,16370.0,United Kingdom
563037,21249,WOODLAND  HEIGHT CHART STICKERS ,6,8/11/2011 15:02,2.95,12362.0,Belgium
565766,84849D,HOT BATHS SOAP HOLDER,4,9/6/2011 14:23,1.69,17841.0,United Kingdom
540681,21051,RIBBONS PURSE ,1,1/10/2011 16:25,1.66,,United Kingdom
551305,21084,SET/6 COLLAGE PAPER CUPS,72,4/27/2011 14:58,0.19,16145.0,United Kingdom
575871,21786,POLKADOT RAIN HAT ,24,11/11/2011 12:52,0.42,14911.0,EIRE
574950,22600,CHRISTMAS RETROSPOT STAR WOOD,4,11/8/2011 9:29,1.63,,United Kingdom
571266,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,10/16/2011 11:41,4.95,17769.0,United Kingdom
566334,20723,STRAWBERRY CHARLOTTE BAG,100,9/12/2011 12:24,0.72,13798.0,United Kingdom
561505,84925D,,-12,7/27/2011 14:16,0.0,,United Kingdom
538015,84754,S/15 SILVER GLASS BAUBLES IN BAG,6,12/9/2010 12:49,1.25,13240.0,United Kingdom
566735,22630,DOLLY GIRL LUNCH BOX,1,9/14/2011 14:19,1.95,15707.0,United Kingdom
541827,22135,MINI LADLE LOVE HEART PINK,4,1/21/2011 17:05,0.42,,United Kingdom
580660,22197,POPCORN HOLDER,100,12/5/2011 13:49,0.72,16592.0,United Kingdom
580997,22865,HAND WARMER OWL DESIGN,6,12/6/2011 17:23,2.1,15023.0,United Kingdom
558262,23200,JUMBO BAG PEARS,100,6/28/2011 8:45,1.79,14646.0,Netherlands
557639,21841,BABY MOUSE RED GINGHAM DRESS,2,6/21/2011 16:13,4.25,12933.0,United Kingdom
568676,84988,SET OF 72 PINK HEART PAPER DOILIES,12,9/28/2011 13:43,1.45,18242.0,United Kingdom
564061,22078,RIBBON REEL LACE DESIGN ,10,8/22/2011 14:38,2.1,14505.0,United Kingdom
555537,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,6/5/2011 12:37,2.95,15453.0,United Kingdom
567426,23089,GLASS BON BON JAR,12,9/20/2011 11:33,1.95,13767.0,United Kingdom
538645,22610,PENS ASSORTED FUNNY FACE,36,12/13/2010 14:52,0.21,13269.0,United Kingdom
563161,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,12,8/12/2011 12:15,1.25,14790.0,United Kingdom
536525,20750,RED RETROSPOT MINI CASES,10,12/1/2010 12:54,7.95,14078.0,United Kingdom
549958,22432,WATERING CAN PINK BUNNY,3,4/13/2011 13:47,1.95,17589.0,United Kingdom
565447,22979,PANTRY WASHING UP BRUSH,12,9/4/2011 15:20,1.45,14107.0,United Kingdom
553576,20712,JUMBO BAG WOODLAND ANIMALS,20,5/18/2011 10:29,2.08,14282.0,United Kingdom
540168,21903,MAN FLU METAL SIGN,5,1/5/2011 12:15,2.1,13715.0,United Kingdom
541422,21650,ASSORTED TUTTI FRUTTI BRACELET,1,1/17/2011 17:48,0.42,,United Kingdom
563454,85061W,WHITE JEWELLED HEART DECORATION,24,8/16/2011 14:41,0.85,13305.0,United Kingdom
550297,22630,DOLLY GIRL LUNCH BOX,4,4/15/2011 15:58,1.95,14056.0,United Kingdom
565122,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,2,9/1/2011 11:48,0.55,13069.0,United Kingdom
561798,23110,PARISIENNE KEY CABINET ,16,7/29/2011 13:39,4.95,14911.0,EIRE
545859,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,6,3/7/2011 14:10,2.55,15498.0,United Kingdom
566917,23439,HAND WARMER RED LOVE HEART,12,9/15/2011 14:37,2.1,18259.0,United Kingdom
571438,22348,TEA BAG PLATE RED RETROSPOT,12,10/17/2011 13:25,0.85,15066.0,United Kingdom
550471,21758,VINTAGE SHELLS PRINT,1,4/18/2011 13:52,12.46,,United Kingdom
581219,22944,CHRISTMAS METAL POSTCARD WITH BELLS,24,12/8/2011 9:28,0.97,,United Kingdom
574074,22993,SET OF 4 PANTRY JELLY MOULDS,1,11/2/2011 15:33,2.46,,United Kingdom
542398,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,1/27/2011 15:36,2.95,13174.0,United Kingdom
540511,21175,GIN + TONIC DIET METAL SIGN,2,1/9/2011 11:34,2.1,14472.0,United Kingdom
537603,21651,HANGING GLASS ETCHED TEALIGHT,12,12/7/2010 12:49,1.65,14673.0,United Kingdom
540364,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,1/6/2011 16:03,2.95,14505.0,United Kingdom
565201,22966,GINGERBREAD MAN COOKIE CUTTER,12,9/1/2011 16:41,1.25,14907.0,United Kingdom
547964,21212,PACK OF 72 RETROSPOT CAKE CASES,1,3/28/2011 15:45,1.25,,United Kingdom
570688,22380,TOY TIDY SPACEBOY  ,2,10/11/2011 16:29,2.46,,United Kingdom
565426,79190D,RETRO PLASTIC DAISY TRAY,1,9/4/2011 12:41,0.42,12851.0,United Kingdom
572650,23207,LUNCH BAG ALPHABET DESIGN,2,10/25/2011 12:00,1.65,15506.0,United Kingdom
577730,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,11/21/2011 12:59,4.25,17253.0,United Kingdom
548737,22435,SET OF 9 HEART SHAPED BALLOONS,12,4/4/2011 11:18,1.25,12682.0,France
559038,21670,BLUE SPOT CERAMIC DRAWER KNOB,2,7/5/2011 15:31,3.29,,United Kingdom
C551892,21459,YELLOW EASTER EGG HUNT START POST,-7,5/5/2011 9:58,1.95,16265.0,United Kingdom
547964,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,3/28/2011 15:45,10.79,,United Kingdom
572079,23012,GLASS APOTHECARY BOTTLE PERFUME,8,10/20/2011 14:11,3.95,14484.0,United Kingdom
555648,22627,MINT KITCHEN SCALES,2,6/6/2011 13:46,8.5,14623.0,United Kingdom
551012,22327,ROUND SNACK BOXES SET OF 4 SKULLS,3,4/26/2011 10:32,6.63,,United Kingdom
563508,22567,20 DOLLY PEGS RETROSPOT,12,8/17/2011 10:27,1.45,16133.0,United Kingdom
557571,23229,VINTAGE DONKEY TAIL GAME ,72,6/21/2011 10:53,2.62,12830.0,United Kingdom
551719,85131A,BEADED PEARL HEART WHITE ON STICK,3,5/3/2011 16:09,0.83,,United Kingdom
540418,21012,ANTIQUE ALL GLASS CANDLESTICK,4,1/7/2011 11:04,2.51,,United Kingdom
577063,22866,HAND WARMER SCOTTY DOG DESIGN,12,11/17/2011 14:41,2.1,17183.0,United Kingdom
568147,22866,HAND WARMER SCOTTY DOG DESIGN,4,9/25/2011 11:34,2.1,15044.0,United Kingdom
571898,22898,CHILDRENS APRON APPLES DESIGN,8,10/19/2011 14:20,1.95,13247.0,United Kingdom
564167,21931,JUMBO STORAGE BAG SUKI,10,8/23/2011 13:50,2.08,17735.0,United Kingdom
553393,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,3,5/16/2011 16:46,2.46,,United Kingdom
544467,22178,VICTORIAN GLASS HANGING T-LIGHT,2,2/20/2011 15:51,1.25,14502.0,United Kingdom
564635,23199,JUMBO BAG APPLES,10,8/26/2011 12:41,2.08,15615.0,United Kingdom
546644,85054,FRENCH ENAMEL POT W LID,6,3/15/2011 13:28,2.95,15932.0,United Kingdom
557595,23070,EDWARDIAN HEART PHOTO FRAME,4,6/21/2011 11:19,4.15,15507.0,United Kingdom
545166,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,2/28/2011 14:03,0.85,17027.0,United Kingdom
547790,85049H,URBAN BLACK RIBBONS ,12,3/25/2011 12:04,1.25,12545.0,Spain
541590,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,6,1/19/2011 14:50,2.95,13310.0,United Kingdom
552234,22501,PICNIC BASKET WICKER LARGE,1,5/6/2011 16:01,20.79,,United Kingdom
543821,22283,6 EGG HOUSE PAINTED WOOD,2,2/14/2011 9:24,7.95,17667.0,United Kingdom
537240,21704,BAG 250g SWIRLY MARBLES,1,12/6/2010 10:08,1.66,,United Kingdom
550470,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,2,4/18/2011 13:49,1.63,,United Kingdom
547060,21679,SKULLS  STICKERS,6,3/20/2011 12:57,0.85,17954.0,United Kingdom
544461,22679,FRENCH BLUE METAL DOOR SIGN 4,20,2/20/2011 14:08,1.25,13744.0,United Kingdom
575985,23583,LUNCH BAG PAISLEY PARK  ,2,11/13/2011 14:09,1.65,17841.0,United Kingdom
550130,21833,CAMOUFLAGE LED TORCH,36,4/14/2011 13:17,1.69,14390.0,United Kingdom
548257,22784,LANTERN CREAM GAZEBO ,12,3/30/2011 10:54,4.25,13802.0,United Kingdom
575325,22619,SET OF 6 SOLDIER SKITTLES,1,11/9/2011 13:46,3.75,17293.0,United Kingdom
578548,23490,T-LIGHT HOLDER HANGING LOVE BIRD,1,11/24/2011 15:02,3.75,17345.0,United Kingdom
538634,22597,CHRISTMAS MUSICAL ZINC HEART ,6,12/13/2010 13:28,0.85,14085.0,United Kingdom
559940,23170,REGENCY TEA PLATE ROSES ,36,7/14/2011 10:20,1.45,17396.0,United Kingdom
559015,48184,DOORMAT ENGLISH ROSE ,10,7/5/2011 12:53,6.75,13098.0,United Kingdom
550334,84946,ANTIQUE SILVER T-LIGHT GLASS,24,4/17/2011 14:09,1.25,17320.0,United Kingdom
555340,22384,LUNCH BAG PINK POLKADOT,10,6/2/2011 11:33,1.65,13334.0,United Kingdom
567785,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,100,9/22/2011 11:28,1.79,18102.0,United Kingdom
543909,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,2/14/2011 12:32,2.46,,United Kingdom
541516,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,1/18/2011 17:34,5.79,,United Kingdom
566581,22602,RETROSPOT WOODEN HEART DECORATION,20,9/13/2011 13:47,0.85,16081.0,United Kingdom
574699,23514,EMBROIDERED RIBBON REEL SALLY ,6,11/6/2011 13:53,2.08,13040.0,United Kingdom
559816,84907,PINK YELLOW PATCH CUSHION COVER,2,7/12/2011 16:11,5.79,,United Kingdom
540550,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,1/10/2011 9:11,6.35,12539.0,Spain
565847,22866,HAND WARMER SCOTTY DOG DESIGN,1,9/7/2011 12:44,4.13,,United Kingdom
546876,23230,WRAP ALPHABET DESIGN,1,3/17/2011 16:45,0.42,,United Kingdom
578347,22593,CHRISTMAS GINGHAM STAR,6,11/24/2011 9:26,1.63,,United Kingdom
537434,22104,MIRROR MOSAIC CANDLE PLATE,3,12/6/2010 16:57,1.66,,United Kingdom
550207,22499,WOODEN UNION JACK BUNTING,1,4/15/2011 10:38,8.29,,United Kingdom
539214,22926,IVORY GIANT GARDEN THERMOMETER,2,12/16/2010 12:31,5.95,17062.0,United Kingdom
578174,35967,FOLK ART METAL STAR T-LIGHT HOLDER,12,11/23/2011 11:37,0.38,13576.0,United Kingdom
558119,22469,HEART OF WICKER SMALL,1,6/27/2011 9:12,4.13,,United Kingdom
561750,21650,ASSORTED TUTTI FRUTTI BRACELET,24,7/29/2011 12:18,0.19,16945.0,United Kingdom
579144,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,11/28/2011 13:11,0.39,13269.0,United Kingdom
548711,21900,"KEY FOB , SHED",1,4/3/2011 14:24,0.65,18116.0,United Kingdom
579512,23564,EGG CUP MILKMAID INGRID,2,11/29/2011 16:47,2.46,,United Kingdom
560360,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,7/18/2011 11:55,2.55,12744.0,Singapore
569363,20727,LUNCH BAG  BLACK SKULL.,10,10/3/2011 15:08,1.65,13297.0,United Kingdom
547860,22292,HANGING CHICK  YELLOW DECORATION,6,3/27/2011 12:21,1.45,17625.0,United Kingdom
545821,84988,SET OF 72 PINK HEART PAPER DOILIES,12,3/7/2011 12:50,1.45,13001.0,United Kingdom
563022,22979,PANTRY WASHING UP BRUSH,1,8/11/2011 13:34,1.45,17248.0,United Kingdom
550471,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,4/18/2011 13:52,4.96,,United Kingdom
541871,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",1,1/24/2011 9:41,10.79,,United Kingdom
564660,22150,3 STRIPEY MICE FELTCRAFT,12,8/26/2011 14:45,1.95,15074.0,United Kingdom
559988,17084R,ASSORTED INCENSE PACK,216,7/14/2011 12:17,0.21,15402.0,United Kingdom
571498,22475,SKULL DESIGN TV DINNER TRAY,2,10/17/2011 15:06,4.95,17841.0,United Kingdom
542303,21625,VINTAGE UNION JACK APRON,3,1/27/2011 11:05,6.95,12539.0,Spain
577059,22960,JAM MAKING SET WITH JARS,6,11/17/2011 14:30,4.25,13704.0,United Kingdom
567670,22961,JAM MAKING SET PRINTED,1,9/21/2011 15:32,3.29,,United Kingdom
557528,22485,SET OF 2 WOODEN MARKET CRATES,2,6/21/2011 9:49,12.75,17159.0,United Kingdom
557937,85053,FRENCH ENAMEL CANDLEHOLDER,2,6/23/2011 15:30,4.13,,United Kingdom
543826,90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,1,2/14/2011 9:41,9.15,,United Kingdom
561632,21495,SKULLS AND CROSSBONES WRAP,25,7/28/2011 14:30,0.42,15639.0,United Kingdom
539211,21903,MAN FLU METAL SIGN,4,12/16/2010 12:15,2.1,16743.0,United Kingdom
545216,21088,SET/6 FRUIT SALAD PAPER CUPS,5,2/28/2011 16:50,0.83,,United Kingdom
540179,84763,ZINC FINISH 15CM PLANTER POTS,2,1/5/2011 12:54,1.25,16033.0,United Kingdom
577485,84992,72 SWEETHEART FAIRY CAKE CASES,2,11/20/2011 11:56,0.55,16360.0,United Kingdom
577057,22842,BISCUIT TIN VINTAGE RED,1,11/17/2011 14:26,6.75,12748.0,United Kingdom
542608,21870,I CAN ONLY PLEASE ONE PERSON MUG,2,1/30/2011 13:51,1.25,16770.0,United Kingdom
538566,84879,ASSORTED COLOUR BIRD ORNAMENT,8,12/13/2010 11:21,3.19,,United Kingdom
578153,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,1,11/23/2011 11:22,2.95,12748.0,United Kingdom
562340,20725,LUNCH BAG RED RETROSPOT,10,8/4/2011 12:05,1.65,13985.0,United Kingdom
566199,21900,"KEY FOB , SHED",24,9/9/2011 14:12,0.65,14824.0,United Kingdom
539663,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,12/21/2010 10:26,4.95,17961.0,United Kingdom
539252,85169B,BLACK LOVE BIRD CANDLE,24,12/16/2010 14:17,0.42,17744.0,United Kingdom
537044,22112,CHOCOLATE HOT WATER BOTTLE,9,12/5/2010 10:52,4.95,18055.0,United Kingdom
570413,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,10/10/2011 13:13,2.95,17652.0,United Kingdom
564818,22555,PLASTERS IN TIN STRONGMAN,2,8/30/2011 12:10,3.29,,United Kingdom
555726,22848,BREAD BIN DINER STYLE PINK,1,6/6/2011 16:23,16.95,12540.0,Spain
557771,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,6/22/2011 14:43,1.25,15601.0,United Kingdom
560500,22874,NUMBER TILE COTTAGE GARDEN 6,1,7/19/2011 11:08,1.95,17975.0,United Kingdom
536876,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,3,12/3/2010 11:36,0.85,,United Kingdom
580126,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,12/1/2011 17:20,5.95,12562.0,France
543251,37370,RETRO COFFEE MUGS ASSORTED,12,2/4/2011 14:51,1.25,14194.0,United Kingdom
577046,21914,BLUE HARMONICA IN BOX ,12,11/17/2011 13:46,1.25,12449.0,Belgium
569669,21981,PACK OF 12 WOODLAND TISSUES ,3,10/5/2011 13:47,0.39,14730.0,United Kingdom
555397,23199,JUMBO BAG APPLES,1,6/2/2011 17:26,4.13,,United Kingdom
548728,23002,TRAVEL CARD WALLET SKULLS,24,4/4/2011 9:55,0.42,13198.0,United Kingdom
568904,22835,HOT WATER BOTTLE I AM SO POORLY,4,9/29/2011 13:29,4.95,14691.0,United Kingdom
580441,22507,MEMO BOARD RETROSPOT  DESIGN,4,12/4/2011 12:18,4.95,13808.0,United Kingdom
549294,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1,4/7/2011 19:27,0.42,13230.0,United Kingdom
578844,22745,POPPY'S PLAYHOUSE BEDROOM ,1,11/25/2011 16:14,4.13,,United Kingdom
564825,21231,SWEETHEART CERAMIC TRINKET BOX,1,8/30/2011 12:26,2.46,,United Kingdom
569143,22047,EMPIRE GIFT WRAP,25,9/30/2011 15:04,0.42,15867.0,United Kingdom
572453,23521,CAT AND BIRD WALL ART,6,10/24/2011 12:37,2.89,12921.0,United Kingdom
571931,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,10/19/2011 16:59,2.08,,United Kingdom
546017,35961,FOLKART ZINC HEART CHRISTMAS DEC,12,3/8/2011 17:23,0.85,14507.0,United Kingdom
565594,22819,"BIRTHDAY CARD, RETRO SPOT",12,9/5/2011 14:11,0.42,13510.0,United Kingdom
568094,20728,LUNCH BAG CARS BLUE,10,9/23/2011 14:43,1.65,15807.0,United Kingdom
573325,84968A,SET OF 16 VINTAGE ROSE CUTLERY,4,10/30/2011 10:58,12.75,15370.0,United Kingdom
566286,22902,TOTE BAG I LOVE LONDON,12,9/11/2011 14:58,2.1,14057.0,United Kingdom
569018,22090,PAPER BUNTING RETROSPOT,12,9/30/2011 9:25,2.95,12676.0,Sweden
577355,23085,ANTIQUE SILVER BAUBLE LAMP  ,2,11/18/2011 15:53,10.4,14911.0,EIRE
554083,21161,KEEP OUT BOYS DOOR HANGER ,2,5/22/2011 11:51,1.45,18125.0,United Kingdom
562416,23298,SPOTTY BUNTING,3,8/4/2011 16:31,4.95,13969.0,United Kingdom
552702,21090,SET/6 COLLAGE PAPER PLATES,15,5/10/2011 16:00,0.83,,United Kingdom
560772,22149,FELTCRAFT 6 FLOWER FRIENDS,1,7/20/2011 16:12,4.13,,United Kingdom
543641,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2/10/2011 17:19,1.45,14555.0,United Kingdom
573319,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,6,10/30/2011 10:18,2.95,17651.0,United Kingdom
559652,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,7/11/2011 12:47,2.95,17164.0,United Kingdom
544092,22678,FRENCH BLUE METAL DOOR SIGN 3,10,2/16/2011 9:03,1.25,17512.0,United Kingdom
547042,20674,GREEN POLKADOT BOWL,4,3/20/2011 11:00,2.46,,United Kingdom
537225,84709B,PINK OVAL JEWELLED MIRROR,1,12/5/2010 16:41,5.95,12748.0,United Kingdom
576076,23351,ROLL WRAP 50'S CHRISTMAS,2,11/13/2011 16:18,1.25,14382.0,United Kingdom
579962,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,12/1/2011 11:12,0.83,14243.0,United Kingdom
539988,85150,LADIES & GENTLEMEN METAL SIGN,1,12/23/2010 16:06,2.55,18116.0,United Kingdom
562114,21179,NO JUNK MAIL METAL SIGN,4,8/2/2011 16:14,1.63,,United Kingdom
562980,22384,LUNCH BAG PINK POLKADOT,10,8/11/2011 11:44,1.65,17686.0,United Kingdom
559703,22916,HERB MARKER THYME,200,7/12/2011 9:11,0.65,16989.0,United Kingdom
579885,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,11/30/2011 17:37,9.95,15444.0,United Kingdom
561631,C2,CARRIAGE,1,7/28/2011 14:27,50.0,14911.0,EIRE
573338,23418,LAVENDER TOILETTE BOTTLE,1,10/30/2011 11:47,2.08,14546.0,United Kingdom
572129,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,10/21/2011 9:25,3.25,17528.0,United Kingdom
544678,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2,2/22/2011 16:15,2.95,13077.0,United Kingdom
573149,72799E,IVORY PILLAR CANDLE SILVER FLOCK,6,10/27/2011 19:56,2.95,16438.0,United Kingdom
572103,22748,POPPY'S PLAYHOUSE KITCHEN,1,10/20/2011 15:57,2.1,17571.0,United Kingdom
564734,21972,SET OF 36 DINOSAUR PAPER DOILIES,5,8/28/2011 13:32,1.45,12484.0,Spain
552313,48184,DOORMAT ENGLISH ROSE ,4,5/8/2011 16:03,7.95,13139.0,United Kingdom
567880,23109,PACK OF SIX LED TEA LIGHTS,6,9/22/2011 14:56,2.89,15398.0,United Kingdom
543173,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2/4/2011 9:30,1.25,13871.0,United Kingdom
581219,35924,HANGING FAIRY CAKE DECORATION,1,12/8/2011 9:28,4.13,,United Kingdom
571281,22111,SCOTTIE DOG HOT WATER BOTTLE,18,10/16/2011 13:23,4.25,14088.0,United Kingdom
570650,82494L,WOODEN FRAME ANTIQUE WHITE ,3,10/11/2011 13:13,2.95,13263.0,United Kingdom
537210,84596L,BISCUITS SMALL BOWL LIGHT BLUE,1,12/5/2010 15:15,1.25,15953.0,United Kingdom
555844,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,6/7/2011 13:10,7.95,14711.0,United Kingdom
560772,22232,JIGSAW TOADSTOOLS 3 PIECE,4,7/20/2011 16:12,1.25,,United Kingdom
574657,22885,NUMBER TILE VINTAGE FONT 6 ,1,11/6/2011 11:43,1.95,13772.0,United Kingdom
538201,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,12/10/2010 11:12,0.65,15723.0,United Kingdom
570598,23365,SET 12 COLOUR PENCILS LOVE LONDON,16,10/11/2011 11:55,0.65,14175.0,United Kingdom
561600,20724,RED RETROSPOT CHARLOTTE BAG,7,7/28/2011 11:29,0.85,15861.0,United Kingdom
546549,22396,MAGNETS PACK OF 4 RETRO PHOTO,1,3/14/2011 16:46,1.25,17799.0,United Kingdom
539039,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,12/15/2010 15:00,0.85,13124.0,United Kingdom
537638,22467,GUMBALL COAT RACK,1,12/7/2010 15:28,5.06,,United Kingdom
573551,84997D,CHILDRENS CUTLERY POLKADOT PINK,3,10/31/2011 13:35,4.15,15044.0,United Kingdom
576059,22897,OVEN MITT APPLES DESIGN,4,11/13/2011 15:19,1.45,15411.0,United Kingdom
